Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,,Date,some
3/7/2021,10,TN,8959,1962130,,,
3/7/2021,10,PW,0,8185,,,
3/7/2021,10,VT,7202,191529,,,
3/7/2021,10,WI,11577,2000811,,,
3/7/2021,10,PW,0,8241,,,
3/7/2021,10,AK,6421,295046,,,
3/7/2021,10,MD,24358,1832244,,,
3/7/2021,10,US,2439427,90351750,,,
3/7/2021,10,CO,46337,1626499,,,
3/7/2021,10,AK,1721,345109,,,
3/7/2021,10,IL,33961,3881752,,,
3/7/2021,10,WA,72449,2143916,,,
3/7/2021,10,MS,27873,764699,,,
3/7/2021,10,KY,44614,1254160,,,
3/7/2021,10,VA,53252,2445932,,,
3/7/2021,10,MS,3103,881007,,,
3/7/2021,10,MT,12903,337005,,,
3/7/2021,10,MP,87,20396,,,
3/7/2021,10,UT,732,833167,,,
3/7/2021,10,NM,3439,874180,,,
3/7/2021,10,MI,13270,2999624,,,
3/7/2021,10,WV,7322,601440,,,
3/7/2021,10,NV,29232,829262,,,
3/7/2021,10,IL,132655,3473676,,,
3/7/2021,10,VI,19,23033,,,
3/7/2021,10,MH,2,17046,,,
3/7/2021,10,GA,58486,2366573,,,
3/7/2021,10,VA,26784,2849965,,,
3/7/2021,10,RI,9086,319369,,,
3/7/2021,10,OH,21845,3527253,,,
3/7/2021,10,VI,35,31429,,,
3/7/2021,10,FM,0,18199,,,
3/7/2021,10,KY,5567,1379325,,,
3/7/2021,10,AZ,26943,2584435,,,
3/7/2021,10,CO,24043,1906560,,,
3/7/2021,10,MN,12127,1942274,,,
3/7/2021,10,HI,3697,520580,,,
3/7/2021,10,AL,5937,1199890,,,
3/7/2021,10,MT,2358,392722,,,
3/7/2021,10,NY,195410,5237597,,,
3/7/2021,10,PA,36121,3982712,,,
3/7/2021,10,OK,3304,1449921,,,
3/7/2021,10,SD,8382,322959,,,
3/7/2021,10,TN,53843,1634598,,,
3/7/2021,10,CA,136220,12520360,,,
3/7/2021,10,AS,0,25237,,,
3/7/2021,10,IA,7295,1009195,,,
3/7/2021,10,NH,10992,382103,,,
3/7/2021,10,GU,500,64298,,,
3/7/2021,10,US,923924,104386596,,,
3/7/2021,10,MP,0,20451,,,
3/7/2021,10,NM,12918,814029,,,
3/7/2021,10,MO,47961,1600118,,,
3/7/2021,10,FL,56081,6806830,,,
3/7/2021,10,NY,131541,6567001,,,
3/7/2021,10,WV,2290,705444,,,
3/7/2021,10,ND,70,284384,,,
3/7/2021,10,FM,121,17745,,,
3/7/2021,10,RI,3933,364768,,,
3/7/2021,10,LA,1030,1180945,,,
3/7/2021,10,SD,575,336954,,,
3/7/2021,10,IN,43867,1844669,,,
3/7/2021,10,DC,5241,225875,,,
3/7/2021,10,UT,1643,929105,,,
3/7/2021,10,NC,69871,2830672,,,
3/7/2021,10,ID,13609,471043,,,
3/7/2021,10,DC,1481,289357,,,
3/7/2021,10,OR,34976,1172840,,,
3/7/2021,10,FL,212093,5900450,,,
3/7/2021,10,ND,8588,272721,,,
3/7/2021,10,WI,48717,1770069,,,
3/7/2021,10,OH,104073,3131288,,,
3/7/2021,10,NH,5362,401308,,,
3/7/2021,10,MH,450,13742,,,
3/7/2021,10,NV,3271,907536,,,
3/7/2021,10,AZ,118863,2162602,,,
3/7/2021,10,CT,38503,1195617,,,
3/7/2021,10,WY,283,196756,,,
3/7/2021,10,SC,8807,1471470,,,
3/7/2021,10,KS,3355,931710,,,
3/7/2021,10,LA,7964,1431302,,,
3/7/2021,10,MI,79540,2716893,,,
3/7/2021,10,MA,31162,2360856,,,
3/7/2021,10,OR,20282,1318557,,,
3/7/2021,10,MN,53450,1681447,,,
3/7/2021,10,ME,1025,399534,,,
3/7/2021,10,NE,19935,556061,,,
3/7/2021,10,GU,7,56484,,,
3/7/2021,10,AR,21121,765260,,,
3/7/2021,10,VT,2904,226996,,,
3/7/2021,10,AS,0,21625,,,
3/7/2021,10,NC,21871,3339121,,,
3/7/2021,10,IA,45223,906470,,,
3/7/2021,10,NE,4382,655735,,,
3/7/2021,10,HI,1693,436036,,,
3/7/2021,10,MO,11334,1826918,,,
3/7/2021,10,KS,26438,734335,,,
3/7/2021,10,PA,20463,3319263,,,
3/7/2021,10,WA,27607,2508862,,,
3/7/2021,10,AL,10435,1110132,,,
3/7/2021,10,TX,108892,6938167,,,
3/7/2021,10,ME,2643,468940,,,
3/7/2021,10,SC,62755,1347330,,,
3/7/2021,10,MD,39231,1645609,,,
3/7/2021,10,PR,16833,628400,,,
3/7/2021,10,ID,5070,528778,,,
3/7/2021,10,CA,219729,10634752,,,
3/7/2021,10,PR,4012,1111144,,,
3/7/2021,10,DE,10866,275467,,,
3/7/2021,10,IN,11968,2033368,,,
3/7/2021,10,TX,68404,8244858,,,
3/7/2021,10,GA,11410,2434518,,,
3/7/2021,10,OK,32275,1278427,,,
3/7/2021,10,NJ,35116,2703682,,,
3/7/2021,10,AR,1997,883321,,,
3/7/2021,10,NJ,55665,2534361,,,
3/6/2021,9,NJ,75619,2478696,,,
3/6/2021,9,AR,10531,881324,,,
3/6/2021,9,NH,13004,395946,,,
3/6/2021,9,OH,109101,3027215,,,
3/6/2021,9,AZ,51946,2557492,,,
3/6/2021,9,KY,21705,1373758,,,
3/6/2021,9,AK,4491,343388,,,
3/6/2021,9,CO,51298,1580162,,,
3/6/2021,9,US,2904229,87912323,,,
3/6/2021,9,PW,0,8185,,,
3/6/2021,9,CT,33729,1288122,,,
3/6/2021,9,MA,76344,2082052,,,
3/6/2021,9,WY,10784,177496,,,
3/6/2021,9,TN,28473,1953171,,,
3/6/2021,9,DE,6298,313032,,,
3/6/2021,9,MD,35626,1807886,,,
3/6/2021,9,AK,7158,288625,,,
3/6/2021,9,PW,1,8241,,,
3/6/2021,9,VT,4747,184327,,,
3/6/2021,9,WI,30995,1989234,,,
3/6/2021,9,FM,131,18199,,,
3/6/2021,9,VI,27,31394,,,
3/6/2021,9,OH,79809,3505408,,,
3/6/2021,9,MP,404,20309,,,
3/6/2021,9,MT,11806,324102,,,
3/6/2021,9,KY,46852,1209546,,,
3/6/2021,9,MS,26266,736826,,,
3/6/2021,9,WA,70435,2071467,,,
3/6/2021,9,IL,72426,3847791,,,
3/6/2021,9,MS,11296,877904,,,
3/6/2021,9,VA,50231,2392680,,,
3/6/2021,9,RI,9754,310283,,,
3/6/2021,9,VA,74295,2823181,,,
3/6/2021,9,GA,55076,2308087,,,
3/6/2021,9,MH,370,17044,,,
3/6/2021,9,VI,649,23014,,,
3/6/2021,9,IL,136607,3341021,,,
3/6/2021,9,MI,44696,2986354,,,
3/6/2021,9,NM,13511,870741,,,
3/6/2021,9,UT,35686,832435,,,
3/6/2021,9,NV,26745,800030,,,
3/6/2021,9,WV,19645,594118,,,
3/6/2021,9,WI,64599,1721352,,,
3/6/2021,9,MP,87,20451,,,
3/6/2021,9,US,2057428,103462672,,,
3/6/2021,9,GU,61,63798,,,
3/6/2021,9,SD,10195,314577,,,
3/6/2021,9,OK,16079,1446617,,,
3/6/2021,9,MN,28696,1930147,,,
3/6/2021,9,CO,65536,1882517,,,
3/6/2021,9,PA,96369,3946591,,,
3/6/2021,9,NY,177566,5042187,,,
3/6/2021,9,MT,3755,390364,,,
3/6/2021,9,AL,10953,1193953,,,
3/6/2021,9,HI,8117,516883,,,
3/6/2021,9,NH,12614,371111,,,
3/6/2021,9,TN,40327,1580755,,,
3/6/2021,9,IA,26048,1001900,,,
3/6/2021,9,AS,12,25237,,,
3/6/2021,9,CA,261938,12384140,,,
3/6/2021,9,ND,8851,264133,,,
3/6/2021,9,FL,239704,5688357,,,
3/6/2021,9,OR,39890,1137864,,,
3/6/2021,9,DC,7712,287876,,,
3/6/2021,9,ND,3098,284314,,,
3/6/2021,9,WV,10222,703154,,,
3/6/2021,9,MO,47921,1552157,,,
3/6/2021,9,NM,35146,801111,,,
3/6/2021,9,NY,177563,6435460,,,
3/6/2021,9,FL,103755,6750749,,,
3/6/2021,9,ID,14943,457434,,,
3/6/2021,9,NC,80388,2760801,,,
3/6/2021,9,UT,12358,927462,,,
3/6/2021,9,LA,777,1179915,,,
3/6/2021,9,RI,10499,360835,,,
3/6/2021,9,FM,526,17624,,,
3/6/2021,9,DC,8898,220634,,,
3/6/2021,9,IN,52179,1800802,,,
3/6/2021,9,SD,2786,336379,,,
3/6/2021,9,NJ,61184,2668566,,,
3/6/2021,9,OK,33112,1246152,,,
3/6/2021,9,GA,21394,2423108,,,
3/6/2021,9,TX,172582,8176454,,,
3/6/2021,9,IN,31776,2021400,,,
3/6/2021,9,HI,12347,434343,,,
3/6/2021,9,NE,21237,651353,,,
3/6/2021,9,IA,60134,861247,,,
3/6/2021,9,NC,63993,3317250,,,
3/6/2021,9,AS,0,21625,,,
3/6/2021,9,MA,55478,2329694,,,
3/6/2021,9,CT,35597,1157114,,,
3/6/2021,9,NV,17954,904265,,,
3/6/2021,9,MH,700,13292,,,
3/6/2021,9,AZ,5116,2043739,,,
3/6/2021,9,MI,82241,2637353,,,
3/6/2021,9,LA,24354,1423338,,,
3/6/2021,9,SC,21687,1462663,,,
3/6/2021,9,WY,2025,196473,,,
3/6/2021,9,KS,14869,928355,,,
3/6/2021,9,VT,3586,224092,,,
3/6/2021,9,AR,20383,744139,,,
3/6/2021,9,GU,70,56477,,,
3/6/2021,9,MN,65450,1627997,,,
3/6/2021,9,OR,28419,1298275,,,
3/6/2021,9,NE,913,536126,,,
3/6/2021,9,ME,16392,398509,,,
3/6/2021,9,DE,9565,264601,,,
3/6/2021,9,MD,57998,1606378,,,
3/6/2021,9,SC,52198,1284575,,,
3/6/2021,9,ME,12650,466297,,,
3/6/2021,9,TX,238100,6829275,,,
3/6/2021,9,MO,34822,1815584,,,
3/6/2021,9,AL,35119,1099697,,,
3/6/2021,9,WA,64597,2481255,,,
3/6/2021,9,PA,129109,3298800,,,
3/6/2021,9,KS,24851,707897,,,
3/6/2021,9,PR,12135,1107132,,,
3/6/2021,9,PR,15437,611567,,,
3/6/2021,9,CA,343547,10415023,,,
3/6/2021,9,ID,11543,523708,,,
3/5/2021,9,ID,14213,512165,,,
3/5/2021,9,CA,211267,10071476,,,
3/5/2021,9,FM,520,17098,,,
3/5/2021,9,RI,10076,350336,,,
3/5/2021,9,LA,40067,1179138,,,
3/5/2021,9,IL,96715,3204414,,,
3/5/2021,9,VI,750,22365,,,
3/5/2021,9,MH,544,16674,,,
3/5/2021,9,GA,65722,2253011,,,
3/5/2021,9,VA,81981,2748886,,,
3/5/2021,9,RI,9566,300529,,,
3/5/2021,9,DE,9945,306734,,,
3/5/2021,9,TN,63112,1924698,,,
3/5/2021,9,KY,47741,1352053,,,
3/5/2021,9,AZ,70827,2505546,,,
3/5/2021,9,AR,25162,870793,,,
3/5/2021,9,NJ,77820,2403077,,,
3/5/2021,9,OH,67660,2918114,,,
3/5/2021,9,NH,12565,382942,,,
3/5/2021,9,WY,3518,166712,,,
3/5/2021,9,MA,64690,2005708,,,
3/5/2021,9,CT,40306,1254393,,,
3/5/2021,9,US,2435246,85008094,,,
3/5/2021,9,CO,33954,1528864,,,
3/5/2021,9,AK,9179,338897,,,
3/5/2021,9,PW,0,8185,,,
3/5/2021,9,VA,57997,2342449,,,
3/5/2021,9,MS,32038,866608,,,
3/5/2021,9,WI,61276,1958239,,,
3/5/2021,9,PW,1,8240,,,
3/5/2021,9,AK,4576,281467,,,
3/5/2021,9,MD,57675,1772260,,,
3/5/2021,9,VT,3813,179580,,,
3/5/2021,9,IL,133618,3775365,,,
3/5/2021,9,WA,58155,2001032,,,
3/5/2021,9,MS,24950,710560,,,
3/5/2021,9,KY,45325,1162694,,,
3/5/2021,9,OH,119666,3425599,,,
3/5/2021,9,VI,955,31367,,,
3/5/2021,9,FM,514,18068,,,
3/5/2021,9,MT,11289,312296,,,
3/5/2021,9,MP,325,19905,,,
3/5/2021,9,UT,27471,915104,,,
3/5/2021,9,NC,18890,2680413,,,
3/5/2021,9,ID,14295,442491,,,
3/5/2021,9,HI,11895,508766,,,
3/5/2021,9,AL,33549,1183000,,,
3/5/2021,9,MT,11836,386609,,,
3/5/2021,9,NY,133812,4864621,,,
3/5/2021,9,PA,134827,3850222,,,
3/5/2021,9,WI,60463,1656753,,,
3/5/2021,9,UT,50357,796749,,,
3/5/2021,9,NM,20248,857230,,,
3/5/2021,9,MI,83420,2941658,,,
3/5/2021,9,WV,21024,574473,,,
3/5/2021,9,NV,23125,773285,,,
3/5/2021,9,CO,65008,1816981,,,
3/5/2021,9,MN,69667,1901451,,,
3/5/2021,9,GU,108,63737,,,
3/5/2021,9,US,3226907,101405244,,,
3/5/2021,9,MP,404,20364,,,
3/5/2021,9,OK,41185,1430538,,,
3/5/2021,9,SD,9617,304382,,,
3/5/2021,9,FL,188930,6646994,,,
3/5/2021,9,NY,220193,6257897,,,
3/5/2021,9,CA,363369,12122202,,,
3/5/2021,9,AS,896,25225,,,
3/5/2021,9,IA,49588,975852,,,
3/5/2021,9,NH,8672,358497,,,
3/5/2021,9,TN,47852,1540428,,,
3/5/2021,9,NM,22061,765965,,,
3/5/2021,9,MO,45797,1504236,,,
3/5/2021,9,OR,24933,1097974,,,
3/5/2021,9,FL,134453,5448653,,,
3/5/2021,9,ND,8993,255282,,,
3/5/2021,9,WV,27570,692932,,,
3/5/2021,9,ND,8506,281216,,,
3/5/2021,9,PR,906,596130,,,
3/5/2021,9,MN,49670,1562547,,,
3/5/2021,9,AZ,58694,2038623,,,
3/5/2021,9,AS,0,21625,,,
3/5/2021,9,NC,107680,3253257,,,
3/5/2021,9,IA,27799,801113,,,
3/5/2021,9,NE,18923,630116,,,
3/5/2021,9,HI,10732,421996,,,
3/5/2021,9,SD,7708,333593,,,
3/5/2021,9,IN,51087,1748623,,,
3/5/2021,9,DC,4315,211736,,,
3/5/2021,9,IN,52088,1989624,,,
3/5/2021,9,TX,286940,8003872,,,
3/5/2021,9,GA,61115,2401714,,,
3/5/2021,9,OK,31626,1213040,,,
3/5/2021,9,NJ,80116,2607382,,,
3/5/2021,9,MH,481,12592,,,
3/5/2021,9,NV,25191,886311,,,
3/5/2021,9,MA,74071,2274216,,,
3/5/2021,9,CT,34204,1121517,,,
3/5/2021,9,GU,276,56407,,,
3/5/2021,9,AR,19388,723756,,,
3/5/2021,9,VT,8118,220506,,,
3/5/2021,9,WY,5754,194448,,,
3/5/2021,9,SC,45670,1440976,,,
3/5/2021,9,LA,41459,1398984,,,
3/5/2021,9,MI,78316,2555112,,,
3/5/2021,9,KS,33791,913486,,,
3/5/2021,9,PR,33154,1094997,,,
3/5/2021,9,DE,8842,255036,,,
3/5/2021,9,OR,31759,1269856,,,
3/5/2021,9,ME,47589,382117,,,
3/5/2021,9,NE,21716,535213,,,
3/5/2021,9,KS,21903,683046,,,
3/5/2021,9,PA,133293,3169691,,,
3/5/2021,9,WA,72992,2416658,,,
3/5/2021,9,AL,32407,1064578,,,
3/5/2021,9,DC,6168,280164,,,
3/5/2021,9,TX,212081,6591175,,,
3/5/2021,9,ME,18788,453647,,,
3/5/2021,9,SC,29624,1232377,,,
3/5/2021,9,MD,50842,1548380,,,
3/5/2021,9,MO,55833,1780762,,,
3/4/2021,9,MO,57307,1724929,,,
3/4/2021,9,ND,5108,246289,,,
3/4/2021,9,FL,146854,5314200,,,
3/4/2021,9,OR,22981,1073041,,,
3/4/2021,9,KY,35141,1117369,,,
3/4/2021,9,MS,19838,685610,,,
3/4/2021,9,WA,54679,1942877,,,
3/4/2021,9,IL,128399,3641747,,,
3/4/2021,9,NH,9481,370377,,,
3/4/2021,9,OH,60398,2850454,,,
3/4/2021,9,RI,8196,290963,,,
3/4/2021,9,VA,76548,2666905,,,
3/4/2021,9,GA,53772,2187289,,,
3/4/2021,9,MH,538,16130,,,
3/4/2021,9,VI,1466,21615,,,
3/4/2021,9,IL,85314,3107699,,,
3/4/2021,9,CA,129040,9860209,,,
3/4/2021,9,ID,13039,497952,,,
3/4/2021,9,LA,31445,1139071,,,
3/4/2021,9,RI,10538,340260,,,
3/4/2021,9,FM,389,16578,,,
3/4/2021,9,NJ,75396,2325257,,,
3/4/2021,9,AR,23353,845631,,,
3/4/2021,9,TN,45317,1861586,,,
3/4/2021,9,DE,8237,296789,,,
3/4/2021,9,AZ,69271,2434719,,,
3/4/2021,9,KY,47528,1304312,,,
3/4/2021,9,VT,2588,175767,,,
3/4/2021,9,PW,0,8185,,,
3/4/2021,9,CT,37708,1214087,,,
3/4/2021,9,MA,56879,1941018,,,
3/4/2021,9,WY,276,163194,,,
3/4/2021,9,AK,10378,329718,,,
3/4/2021,9,CO,32857,1494910,,,
3/4/2021,9,US,2032374,82572848,,,
3/4/2021,9,MD,55936,1714585,,,
3/4/2021,9,AK,3541,276891,,,
3/4/2021,9,PW,1,8239,,,
3/4/2021,9,MS,27969,834570,,,
3/4/2021,9,VA,63804,2284452,,,
3/4/2021,9,WI,70504,1896963,,,
3/4/2021,9,MO,42633,1458439,,,
3/4/2021,9,NM,7974,743904,,,
3/4/2021,9,NV,16207,750160,,,
3/4/2021,9,WV,11996,553449,,,
3/4/2021,9,ID,9240,428196,,,
3/4/2021,9,NC,54611,2661523,,,
3/4/2021,9,UT,33060,887633,,,
3/4/2021,9,FM,380,17554,,,
3/4/2021,9,VI,1161,30412,,,
3/4/2021,9,OH,118435,3305933,,,
3/4/2021,9,MP,355,19580,,,
3/4/2021,9,MT,9435,301007,,,
3/4/2021,9,MI,90011,2858238,,,
3/4/2021,9,NM,24482,836982,,,
3/4/2021,9,UT,479,746392,,,
3/4/2021,9,PA,125853,3715395,,,
3/4/2021,9,NY,123238,4730809,,,
3/4/2021,9,MT,14285,374773,,,
3/4/2021,9,AL,36334,1149451,,,
3/4/2021,9,HI,12635,496871,,,
3/4/2021,9,WI,43020,1596290,,,
3/4/2021,9,TN,37078,1492576,,,
3/4/2021,9,SD,7108,294765,,,
3/4/2021,9,OK,38572,1389353,,,
3/4/2021,9,MN,73862,1831784,,,
3/4/2021,9,CO,49564,1751973,,,
3/4/2021,9,MP,327,19960,,,
3/4/2021,9,SC,41626,1395306,,,
3/4/2021,9,US,3201547,98178337,,,
3/4/2021,9,GU,158,63629,,,
3/4/2021,9,NH,10341,349825,,,
3/4/2021,9,NY,214636,6037704,,,
3/4/2021,9,FL,184553,6458064,,,
3/4/2021,9,IA,39026,926264,,,
3/4/2021,9,AS,5,24329,,,
3/4/2021,9,CA,381290,11758833,,,
3/4/2021,9,MD,43044,1497538,,,
3/4/2021,9,SC,52554,1202753,,,
3/4/2021,9,ME,19404,434859,,,
3/4/2021,9,TX,187544,6379094,,,
3/4/2021,9,WY,7518,188694,,,
3/4/2021,9,NJ,85211,2527266,,,
3/4/2021,9,OK,33581,1181414,,,
3/4/2021,9,GA,64549,2340599,,,
3/4/2021,9,TX,279046,7716932,,,
3/4/2021,9,IN,54756,1937536,,,
3/4/2021,9,MN,35344,1512877,,,
3/4/2021,9,ND,9030,272710,,,
3/4/2021,9,WV,24656,665362,,,
3/4/2021,9,PR,27199,595224,,,
3/4/2021,9,DC,5331,207421,,,
3/4/2021,9,IN,39872,1697536,,,
3/4/2021,9,SD,10684,325885,,,
3/4/2021,9,AZ,48930,1979929,,,
3/4/2021,9,HI,12069,411264,,,
3/4/2021,9,NE,23821,611193,,,
3/4/2021,9,IA,19454,773314,,,
3/4/2021,9,NC,100762,3145577,,,
3/4/2021,9,AS,546,21625,,,
3/4/2021,9,VT,8133,212388,,,
3/4/2021,9,AR,16935,704368,,,
3/4/2021,9,GU,696,56131,,,
3/4/2021,9,MA,71724,2200145,,,
3/4/2021,9,NV,28122,861120,,,
3/4/2021,9,MH,760,12111,,,
3/4/2021,9,CT,25938,1087313,,,
3/4/2021,9,DC,6746,273996,,,
3/4/2021,9,AL,32140,1032171,,,
3/4/2021,9,WA,78189,2343666,,,
3/4/2021,9,PA,87817,3036398,,,
3/4/2021,9,KS,16222,661143,,,
3/4/2021,9,PR,36038,1061843,,,
3/4/2021,9,MI,52897,2476796,,,
3/4/2021,9,LA,42032,1357525,,,
3/4/2021,9,KS,34143,879695,,,
3/4/2021,9,NE,16391,513497,,,
3/4/2021,9,ME,79,334528,,,
3/4/2021,9,DE,8525,246194,,,
3/4/2021,9,OR,38560,1238097,,,
3/3/2021,9,OR,32486,1199537,,,
3/3/2021,9,FL,165288,6273511,,,
3/3/2021,9,NY,166911,5823068,,,
3/3/2021,9,PW,0,8238,,,
3/3/2021,9,AK,3409,273350,,,
3/3/2021,9,MD,51847,1658649,,,
3/3/2021,9,FM,484,16189,,,
3/3/2021,9,RI,11664,329722,,,
3/3/2021,9,LA,23127,1107626,,,
3/3/2021,9,IL,113175,3513348,,,
3/3/2021,9,WA,47038,1888198,,,
3/3/2021,9,MS,19332,665772,,,
3/3/2021,9,KY,20992,1082228,,,
3/3/2021,9,MO,50222,1667622,,,
3/3/2021,9,OR,11718,1050060,,,
3/3/2021,9,FL,89455,5167346,,,
3/3/2021,9,ND,2333,241181,,,
3/3/2021,9,ID,13908,484913,,,
3/3/2021,9,CA,234044,9731169,,,
3/3/2021,9,OH,66848,2790056,,,
3/3/2021,9,NH,9257,360896,,,
3/3/2021,9,IL,63438,3022385,,,
3/3/2021,9,VI,413,20149,,,
3/3/2021,9,MH,463,15592,,,
3/3/2021,9,GA,48470,2133517,,,
3/3/2021,9,VA,79472,2590357,,,
3/3/2021,9,RI,6968,282767,,,
3/3/2021,9,US,1908873,80540474,,,
3/3/2021,9,CO,33199,1462053,,,
3/3/2021,9,AK,6271,319340,,,
3/3/2021,9,KY,45739,1256784,,,
3/3/2021,9,AZ,68145,2365448,,,
3/3/2021,9,AR,22261,822278,,,
3/3/2021,9,NJ,62531,2249861,,,
3/3/2021,9,DE,7646,288552,,,
3/3/2021,9,TN,51390,1816269,,,
3/3/2021,9,WY,6142,162918,,,
3/3/2021,9,MA,46323,1884139,,,
3/3/2021,9,CT,36439,1176379,,,
3/3/2021,9,VT,1622,173179,,,
3/3/2021,9,PW,0,8185,,,
3/3/2021,9,NH,8946,339484,,,
3/3/2021,9,MT,5409,291572,,,
3/3/2021,9,MP,331,19225,,,
3/3/2021,9,NM,14441,735930,,,
3/3/2021,9,MO,31739,1415806,,,
3/3/2021,9,VA,49221,2220648,,,
3/3/2021,9,MS,27603,806601,,,
3/3/2021,9,WI,68979,1826459,,,
3/3/2021,9,OH,88944,3187498,,,
3/3/2021,9,VI,886,29251,,,
3/3/2021,9,FM,536,17174,,,
3/3/2021,9,WV,4919,541453,,,
3/3/2021,9,NV,10771,733953,,,
3/3/2021,9,UT,24983,854573,,,
3/3/2021,9,NC,61809,2606912,,,
3/3/2021,9,ID,9315,418956,,,
3/3/2021,9,GU,193,63471,,,
3/3/2021,9,US,2900839,94976790,,,
3/3/2021,9,SC,35066,1353680,,,
3/3/2021,9,MP,356,19633,,,
3/3/2021,9,WI,32070,1553270,,,
3/3/2021,9,UT,23612,745913,,,
3/3/2021,9,NM,23492,812500,,,
3/3/2021,9,MI,85961,2768227,,,
3/3/2021,9,HI,12973,484236,,,
3/3/2021,9,AL,34597,1113117,,,
3/3/2021,9,MT,13841,360488,,,
3/3/2021,9,NY,111750,4607571,,,
3/3/2021,9,PA,109767,3589542,,,
3/3/2021,9,CO,36854,1702409,,,
3/3/2021,9,MN,59252,1757922,,,
3/3/2021,9,TN,49894,1455498,,,
3/3/2021,9,OK,34769,1350781,,,
3/3/2021,9,SD,5082,287657,,,
3/3/2021,9,DE,12252,237669,,,
3/3/2021,9,MA,65235,2128421,,,
3/3/2021,9,PR,13331,568025,,,
3/3/2021,9,WY,4931,181176,,,
3/3/2021,9,CA,361031,11377543,,,
3/3/2021,9,AS,721,24324,,,
3/3/2021,9,IA,35081,887238,,,
3/3/2021,9,TX,234921,6191550,,,
3/3/2021,9,ME,14705,415455,,,
3/3/2021,9,SC,27150,1150199,,,
3/3/2021,9,MD,64124,1454494,,,
3/3/2021,9,WV,15420,640706,,,
3/3/2021,9,ND,9995,263680,,,
3/3/2021,9,IN,55932,1882780,,,
3/3/2021,9,TX,256610,7437886,,,
3/3/2021,9,GA,65078,2276050,,,
3/3/2021,9,OK,23171,1147833,,,
3/3/2021,9,NJ,77654,2442055,,,
3/3/2021,9,MN,33658,1477533,,,
3/3/2021,9,GU,33,55435,,,
3/3/2021,9,AR,16618,687433,,,
3/3/2021,9,VT,7598,204255,,,
3/3/2021,9,AZ,41257,1930999,,,
3/3/2021,9,SD,10079,315201,,,
3/3/2021,9,IN,33087,1657664,,,
3/3/2021,9,DC,2878,202090,,,
3/3/2021,9,AS,0,21079,,,
3/3/2021,9,NC,91283,3044815,,,
3/3/2021,9,IA,13147,753860,,,
3/3/2021,9,NE,20432,587372,,,
3/3/2021,9,HI,6424,399195,,,
3/3/2021,9,ME,124,334449,,,
3/3/2021,9,NE,12218,497106,,,
3/3/2021,9,KS,15373,644921,,,
3/3/2021,9,PA,62130,2948581,,,
3/3/2021,9,WA,70792,2265477,,,
3/3/2021,9,AL,27870,1000031,,,
3/3/2021,9,DC,6354,267250,,,
3/3/2021,9,MH,0,11351,,,
3/3/2021,9,NV,27548,832998,,,
3/3/2021,9,CT,21221,1061375,,,
3/3/2021,9,KS,29469,845552,,,
3/3/2021,9,PR,33787,1025805,,,
3/3/2021,9,LA,44344,1315493,,,
3/3/2021,9,MI,34365,2423899,,,
3/2/2021,9,MI,32275,2389534,,,
3/2/2021,9,LA,33299,1271149,,,
3/2/2021,9,TN,10945,1405604,,,
3/2/2021,9,CT,26976,1139940,,,
3/2/2021,9,MA,34288,1837816,,,
3/2/2021,9,WY,35,156776,,,
3/2/2021,9,ND,263,238848,,,
3/2/2021,9,FL,29931,5077891,,,
3/2/2021,9,OR,14287,1038342,,,
3/2/2021,9,MD,40214,1606802,,,
3/2/2021,9,AK,1535,269941,,,
3/2/2021,9,PW,0,8238,,,
3/2/2021,9,OR,25180,1167051,,,
3/2/2021,9,NY,141230,5656157,,,
3/2/2021,9,FL,148254,6108223,,,
3/2/2021,9,MO,47341,1617400,,,
3/2/2021,9,LA,7923,1084499,,,
3/2/2021,9,RI,8397,318058,,,
3/2/2021,9,FM,683,15705,,,
3/2/2021,9,KY,14401,1061236,,,
3/2/2021,9,MS,9324,646440,,,
3/2/2021,9,WA,41130,1841160,,,
3/2/2021,9,IL,102704,3400173,,,
3/2/2021,9,TN,42586,1764879,,,
3/2/2021,9,DE,6116,280906,,,
3/2/2021,9,RI,6287,275799,,,
3/2/2021,9,VA,60496,2510885,,,
3/2/2021,9,GA,12419,2085047,,,
3/2/2021,9,MH,337,15129,,,
3/2/2021,9,VI,266,19736,,,
3/2/2021,9,IL,52392,2958947,,,
3/2/2021,9,CA,391048,9497125,,,
3/2/2021,9,ID,12624,471005,,,
3/2/2021,9,NH,8561,351639,,,
3/2/2021,9,OH,62364,2723208,,,
3/2/2021,9,NJ,90832,2187330,,,
3/2/2021,9,AR,20255,800017,,,
3/2/2021,9,AK,6218,313069,,,
3/2/2021,9,CO,15944,1428854,,,
3/2/2021,9,US,1731614,78631601,,,
3/2/2021,9,AZ,57783,2297303,,,
3/2/2021,9,KY,35745,1211045,,,
3/2/2021,9,MN,41213,1698670,,,
3/2/2021,9,CO,36594,1665555,,,
3/2/2021,9,WI,51387,1757480,,,
3/2/2021,9,NH,5732,330538,,,
3/2/2021,9,VT,3507,171557,,,
3/2/2021,9,PW,0,8185,,,
3/2/2021,9,MS,21100,778998,,,
3/2/2021,9,VA,34501,2171427,,,
3/2/2021,9,MP,311,18894,,,
3/2/2021,9,MT,1484,286163,,,
3/2/2021,9,MO,9040,1384067,,,
3/2/2021,9,NM,9877,721489,,,
3/2/2021,9,PA,104662,3479775,,,
